age,annual_income,loan_amount,credit_score,credit_history_years,debt_to_income_ratio,num_delinquencies,num_open_accounts,recent_credit_inquiries,savings_balance,employment_years,interest_rate,loan_tenure_months,employment_status,rent_or_own,loan_purpose,region,default
56,29602.0,10000.0,692.0,12.0,0.491,0,8,1,3639.0,6.0,10.48,7.0,Contract,Rent,Medical,North,0
59,117299.0,21361.0,742.0,6.0,0.399,0,10,0,102136.0,8.0,11.2,28.0,Self-employed,Rent,Medical,East,0
43,35126.0,67007.0,737.0,9.0,0.104,0,4,5,57301.0,6.0,11.5,15.0,Salaried,Rent,Home improvement,South,0
57,59885.0,36732.0,700.0,3.0,0.428,0,1,4,10861.0,6.0,17.32,7.0,Salaried,Own,Debt consolidation,South,0
34,101213.0,19247.0,629.0,6.0,0.444,3,9,3,8470.0,5.0,9.94,7.0,Contract,Rent,Medical,West,1
24,98999.0,132195.0,685.0,4.0,0.151,0,4,4,15743.0,12.0,11.21,23.0,Salaried,Own,Debt consolidation,East,0
25,92704.0,20507.0,578.0,7.0,0.439,0,3,1,46377.0,4.0,14.94,20.0,Salaried,Mortgage,Other,North,0
42,70727.0,29663.0,715.0,3.0,0.15,0,10,0,71793.0,2.0,16.74,24.0,Salaried,Own,Other,North,0
65,89161.0,75888.0,667.0,6.0,0.178,0,3,2,7063.0,16.0,10.07,5.0,Contract,Rent,Other,Central,0
27,127414.0,45966.0,656.0,7.0,0.071,0,9,1,41602.0,3.0,11.08,10.0,Salaried,Own,Medical,West,0
43,75642.0,59355.0,726.0,6.0,0.327,0,12,1,19311.0,8.0,12.95,10.0,Salaried,Rent,Other,North,0
55,21797.0,11219.0,620.0,5.0,0.276,0,5,3,73063.0,11.0,12.6,49.0,Salaried,Rent,Other,South,0
30,44771.0,55333.0,696.0,3.0,0.337,0,3,1,170995.0,11.0,9.52,12.0,Salaried,Mortgage,Other,North,0
56,87816.0,25014.0,671.0,22.0,0.24,0,13,0,11065.0,5.0,11.69,7.0,Salaried,Rent,Other,West,0
35,42408.0,12590.0,680.0,7.0,0.263,0,3,5,91414.0,6.0,16.28,84.0,Self-employed,Own,Home improvement,West,0
60,145956.0,26016.0,706.0,5.0,0.483,0,12,6,30892.0,4.0,14.85,3.0,Salaried,Mortgage,Debt consolidation,Central,0
49,57829.0,25405.0,790.0,8.0,0.301,0,7,0,107193.0,2.0,8.23,19.0,Salaried,Own,Other,North,0
47,62748.0,89417.0,712.0,10.0,0.248,1,8,1,50366.0,4.0,11.57,46.0,Salaried,Rent,Business,West,0
29,111147.0,29318.0,765.0,4.0,0.268,0,11,3,38399.0,8.0,13.56,1.0,Salaried,Rent,Business,North,0
43,54146.0,12264.0,767.0,9.0,0.449,0,3,0,8931.0,14.0,14.0,14.0,Salaried,Rent,Medical,South,0
62,65970.0,10316.0,732.0,6.0,0.342,0,5,0,33390.0,8.0,9.91,29.0,Contract,Own,Home improvement,East,0
21,98176.0,21257.0,589.0,2.0,0.159,0,13,2,84008.0,5.0,14.04,119.0,Unemployed,Own,Home improvement,West,0
58,26642.0,10000.0,677.0,4.0,0.525,0,9,1,20944.0,6.0,17.48,33.0,Contract,Rent,Debt consolidation,South,0
45,51179.0,12881.0,630.0,6.0,0.297,0,3,2,11500.0,7.0,10.91,7.0,Salaried,Rent,Home improvement,South,0
56,94470.0,18340.0,848.0,5.0,0.154,1,5,2,33009.0,7.0,7.68,48.0,Salaried,Mortgage,Medical,East,0
53,62074.0,16052.0,635.0,1.0,0.492,3,4,0,53370.0,11.0,15.6,7.0,Salaried,Rent,Debt consolidation,East,1
42,134193.0,37994.0,608.0,10.0,0.207,0,9,2,77085.0,9.0,9.48,20.0,Self-employed,Rent,Other,East,0
36,25166.0,12665.0,538.0,3.0,0.262,2,11,2,105820.0,1.0,12.98,8.0,Salaried,Rent,Medical,North,1
51,23635.0,10000.0,633.0,6.0,0.042,2,7,3,10525.0,9.0,11.83,35.0,Salaried,Rent,Business,South,1
27,91430.0,10000.0,697.0,14.0,0.154,2,5,1,37606.0,4.0,11.89,68.0,Salaried,Mortgage,Debt consolidation,South,0
49,96393.0,21734.0,750.0,5.0,0.204,0,12,2,33420.0,16.0,14.24,5.0,Self-employed,Mortgage,Debt consolidation,East,0
25,53837.0,14184.0,631.0,2.0,0.356,0,12,1,43681.0,1.0,14.26,3.0,Salaried,Own,Business,West,0
52,74624.0,10000.0,754.0,2.0,0.25,0,12,1,16526.0,8.0,12.24,7.0,Contract,Mortgage,Debt consolidation,West,0
51,90207.0,95687.0,686.0,19.0,0.277,0,8,4,27747.0,22.0,12.66,4.0,Self-employed,Rent,Home improvement,North,0
25,38268.0,41010.0,663.0,3.0,0.228,0,8,0,11699.0,14.0,10.51,30.0,Salaried,Mortgage,Debt consolidation,Central,0
58,40588.0,21082.0,700.0,8.0,0.416,0,8,1,63774.0,6.0,10.51,5.0,Contract,Rent,Home improvement,North,0
41,66460.0,26238.0,768.0,18.0,0.364,0,6,6,5525.0,9.0,13.19,6.0,Self-employed,Rent,Medical,West,0
59,98445.0,18054.0,693.0,1.0,0.036,0,1,5,23389.0,5.0,10.98,20.0,Salaried,Rent,Education,North,0
23,31531.0,10000.0,629.0,6.0,0.505,0,9,0,23899.0,8.0,12.98,5.0,Salaried,Mortgage,Business,Central,0
29,53698.0,47717.0,713.0,8.0,0.488,4,3,0,15168.0,2.0,6.46,19.0,Self-employed,Own,Home improvement,South,0
45,52348.0,41710.0,712.0,12.0,0.199,5,11,5,23618.0,9.0,10.3,21.0,Salaried,Rent,Medical,South,1
30,75348.0,10000.0,680.0,3.0,0.187,2,11,3,10211.0,9.0,5.65,11.0,Salaried,Mortgage,Medical,East,0
37,59588.0,26103.0,746.0,6.0,0.266,0,7,3,114635.0,7.0,7.72,21.0,Contract,Rent,Business,East,0
53,44345.0,28357.0,564.0,11.0,0.291,0,5,1,48717.0,7.0,13.53,28.0,Self-employed,Rent,Home improvement,North,0
28,118980.0,17304.0,710.0,13.0,0.303,2,12,2,9026.0,5.0,8.61,12.0,Self-employed,Rent,Other,North,0
54,44507.0,106186.0,733.0,7.0,0.366,0,6,0,50295.0,5.0,13.16,17.0,Self-employed,Own,Home improvement,West,0
26,50988.0,97886.0,610.0,1.0,0.259,0,4,1,109501.0,7.0,13.41,12.0,Salaried,Mortgage,Education,East,0
29,24951.0,16595.0,608.0,4.0,0.101,0,5,3,21533.0,4.0,15.73,15.0,Salaried,Mortgage,Home improvement,Central,0
49,40437.0,18637.0,745.0,20.0,0.092,0,6,0,21495.0,8.0,14.15,24.0,Contract,Own,Debt consolidation,West,0
59,79526.0,17065.0,755.0,12.0,0.116,0,9,0,46777.0,4.0,10.32,18.0,Self-employed,Own,Other,West,0
29,71420.0,13926.0,765.0,3.0,0.268,0,12,4,65633.0,6.0,11.43,32.0,Contract,Rent,Other,West,0
35,83261.0,11042.0,652.0,8.0,0.129,0,9,3,53022.0,2.0,15.43,15.0,Salaried,Rent,Medical,North,0
66,81068.0,32214.0,701.0,4.0,0.306,5,3,4,42573.0,4.0,9.76,31.0,Contract,Rent,Education,South,1
69,188762.0,95902.0,708.0,11.0,0.28,0,8,1,29283.0,4.0,12.56,12.0,Salaried,Mortgage,Medical,East,0
49,39683.0,70443.0,596.0,15.0,0.208,0,13,0,39471.0,9.0,15.71,5.0,Salaried,Mortgage,Debt consolidation,North,0
42,24571.0,39810.0,699.0,9.0,0.584,0,7,0,135332.0,5.0,10.65,6.0,Salaried,Rent,Debt consolidation,East,0
37,33597.0,10000.0,698.0,7.0,0.15,0,2,3,8148.0,14.0,11.84,30.0,Salaried,Own,Other,West,0
51,40660.0,10000.0,731.0,6.0,0.219,1,4,0,50503.0,6.0,15.37,35.0,Salaried,Own,Business,South,0
49,35036.0,48929.0,659.0,21.0,0.478,1,8,1,5137.0,11.0,13.82,5.0,Salaried,Rent,Other,North,0
35,63039.0,74201.0,759.0,3.0,0.153,0,9,0,20244.0,1.0,11.43,10.0,Salaried,Rent,Education,North,0
22,119248.0,33366.0,694.0,5.0,0.239,0,8,4,24562.0,13.0,10.39,5.0,Contract,Own,Other,West,0
28,139639.0,17515.0,784.0,5.0,0.101,0,1,3,27805.0,17.0,7.91,6.0,Contract,Rent,Debt consolidation,East,0
67,79013.0,60732.0,731.0,4.0,0.065,5,2,2,23457.0,8.0,8.84,10.0,Contract,Mortgage,Medical,West,1
41,194405.0,38762.0,705.0,4.0,0.539,1,11,5,23016.0,1.0,9.99,15.0,Salaried,Rent,Business,South,0
44,49217.0,51693.0,625.0,4.0,0.43,0,11,1,16657.0,1.0,11.86,37.0,Salaried,Rent,Home improvement,North,0
43,24395.0,10000.0,617.0,10.0,0.256,0,3,5,44467.0,6.0,11.71,16.0,Self-employed,Own,Other,West,1
59,106857.0,28496.0,778.0,2.0,0.18,0,8,2,72062.0,8.0,10.92,32.0,Self-employed,Mortgage,Debt consolidation,North,0
24,21781.0,83360.0,738.0,8.0,0.585,0,5,1,288330.0,3.0,9.0,2.0,Self-employed,Mortgage,Debt consolidation,East,0
25,39527.0,32715.0,674.0,4.0,0.361,0,8,2,39032.0,11.0,10.04,24.0,Contract,Rent,Debt consolidation,North,0
34,79703.0,44855.0,667.0,5.0,0.579,0,7,4,15706.0,2.0,15.12,17.0,Contract,Own,Home improvement,South,0
44,56596.0,22636.0,702.0,3.0,0.077,0,7,2,47882.0,5.0,8.86,6.0,Contract,Rent,Debt consolidation,West,0
53,53905.0,23850.0,616.0,21.0,0.243,1,2,6,17351.0,6.0,12.01,2.0,Contract,Rent,Debt consolidation,North,1
45,31275.0,63063.0,664.0,9.0,0.033,2,9,3,16595.0,8.0,5.69,17.0,Salaried,Rent,Debt consolidation,North,1
42,59519.0,13328.0,724.0,7.0,0.151,0,1,3,7613.0,4.0,9.72,14.0,Contract,Own,Medical,South,0
66,103986.0,12385.0,731.0,5.0,0.547,0,13,3,12081.0,9.0,12.38,18.0,Salaried,Mortgage,Business,West,0
28,60535.0,15388.0,670.0,4.0,0.165,0,7,4,5159.0,7.0,14.26,10.0,Salaried,Rent,Other,West,0
49,37925.0,22417.0,778.0,14.0,0.501,0,7,1,22702.0,7.0,13.84,42.0,Contract,Rent,Home improvement,West,0
47,30147.0,10000.0,747.0,15.0,0.115,1,10,1,40925.0,5.0,10.5,20.0,Salaried,Rent,Debt consolidation,North,0
44,38358.0,38112.0,648.0,0.0,0.057,0,4,6,58279.0,2.0,8.26,9.0,Salaried,Rent,Other,North,1
60,74294.0,19474.0,620.0,5.0,0.248,1,9,6,35953.0,17.0,12.57,26.0,Salaried,Rent,Education,Central,1
34,72329.0,41784.0,723.0,9.0,0.429,1,7,3,159576.0,6.0,10.49,16.0,Unemployed,Rent,Medical,Central,0
67,38550.0,10000.0,665.0,2.0,0.291,0,10,2,26006.0,12.0,9.95,29.0,Salaried,Rent,Debt consolidation,West,0
37,17749.0,41904.0,655.0,16.0,0.223,0,11,2,58702.0,22.0,8.73,2.0,Contract,Own,Debt consolidation,Central,0
47,75434.0,60034.0,702.0,30.0,0.209,0,10,0,10173.0,4.0,9.49,19.0,Self-employed,Own,Home improvement,North,0
46,36544.0,30605.0,730.0,14.0,0.305,0,9,5,9888.0,9.0,13.03,12.0,Salaried,Rent,Business,South,0
62,87464.0,22528.0,734.0,10.0,0.195,0,3,6,26044.0,26.0,10.95,36.0,Salaried,Rent,Other,Central,0
42,39503.0,42146.0,693.0,7.0,0.525,0,11,0,18420.0,8.0,8.03,10.0,Salaried,Rent,Medical,East,0
34,34775.0,57158.0,564.0,9.0,0.41,0,12,1,100961.0,9.0,12.32,35.0,Salaried,Rent,Other,West,0
22,65137.0,32604.0,742.0,4.0,0.449,0,2,2,6475.0,4.0,14.62,10.0,Unemployed,Own,Education,South,0
38,218980.0,34483.0,646.0,6.0,0.355,0,4,1,73475.0,6.0,12.95,3.0,Contract,Rent,Education,Central,0
61,90397.0,76321.0,707.0,4.0,0.297,0,13,0,54963.0,6.0,12.76,23.0,Unemployed,Mortgage,Home improvement,North,0
21,64532.0,38982.0,683.0,16.0,0.136,0,6,1,56461.0,10.0,11.64,12.0,Self-employed,Own,Home improvement,Central,0
64,72938.0,12086.0,813.0,6.0,0.302,0,10,3,18031.0,7.0,18.68,9.0,Salaried,Rent,Debt consolidation,South,0
47,22854.0,56953.0,803.0,4.0,0.334,1,7,6,38805.0,6.0,14.14,30.0,Salaried,Own,Home improvement,West,0
27,32296.0,20075.0,665.0,2.0,0.098,0,9,4,62845.0,8.0,9.64,22.0,Contract,Own,Other,East,0
35,15048.0,22583.0,616.0,20.0,0.13,0,3,0,34759.0,12.0,5.0,35.0,Salaried,Mortgage,Debt consolidation,East,0
48,155039.0,23865.0,620.0,4.0,0.265,0,4,1,24532.0,5.0,10.77,19.0,Salaried,Own,Debt consolidation,North,0
36,138699.0,45554.0,705.0,13.0,0.453,0,12,2,51223.0,8.0,9.83,9.0,Unemployed,Mortgage,Medical,North,0
26,74314.0,81768.0,660.0,5.0,0.251,0,9,4,9769.0,3.0,10.02,12.0,Salaried,Own,Medical,Central,0
53,64493.0,22434.0,629.0,6.0,0.186,0,9,1,8690.0,17.0,11.32,6.0,Salaried,Rent,Other,North,0
53,25505.0,80696.0,661.0,12.0,0.209,0,10,3,48745.0,4.0,13.31,41.0,Salaried,Rent,Debt consolidation,West,0
26,53071.0,24920.0,715.0,3.0,0.308,0,9,1,167936.0,3.0,11.07,16.0,Salaried,Own,Debt consolidation,Central,0
34,160462.0,63046.0,686.0,9.0,0.204,0,7,1,77020.0,4.0,17.42,46.0,Unemployed,Rent,Other,North,0
32,64362.0,25561.0,663.0,13.0,0.168,0,12,1,9641.0,12.0,6.35,22.0,Salaried,Own,Medical,North,0
53,43890.0,15225.0,670.0,6.0,0.092,0,2,0,34763.0,1.0,8.57,12.0,Salaried,Own,Other,East,0
56,22767.0,93113.0,681.0,3.0,0.658,4,3,1,35846.0,12.0,13.23,26.0,Self-employed,Rent,Debt consolidation,North,1
56,127921.0,14173.0,702.0,26.0,0.415,0,13,1,109583.0,7.0,12.74,35.0,Self-employed,Rent,Medical,West,0
66,57610.0,13479.0,705.0,7.0,0.179,0,7,1,7891.0,2.0,11.36,13.0,Salaried,Own,Other,North,0
58,22784.0,10000.0,599.0,4.0,0.186,0,5,0,17090.0,17.0,10.12,31.0,Self-employed,Rent,Business,South,0
36,36014.0,56980.0,699.0,12.0,0.275,0,3,2,54666.0,16.0,15.18,26.0,Salaried,Own,Business,East,0
26,29654.0,68022.0,670.0,6.0,0.34,0,13,5,40780.0,9.0,8.42,59.0,Salaried,Rent,Medical,East,0
51,55689.0,29139.0,634.0,6.0,0.09,1,12,3,37797.0,8.0,11.17,19.0,Contract,Rent,Debt consolidation,East,1
65,67107.0,10531.0,670.0,5.0,0.047,1,13,5,340440.0,3.0,12.93,13.0,Unemployed,Rent,Debt consolidation,South,1
68,45398.0,21915.0,754.0,15.0,0.207,0,12,1,99673.0,8.0,13.31,21.0,Self-employed,Own,Debt consolidation,North,0
32,91801.0,17554.0,734.0,2.0,0.471,3,2,4,236750.0,6.0,12.75,15.0,Salaried,Mortgage,Other,West,1
32,62526.0,10170.0,695.0,8.0,0.553,0,10,0,45677.0,21.0,12.83,32.0,Salaried,Mortgage,Medical,North,0
22,107395.0,15265.0,641.0,12.0,0.219,0,3,6,32659.0,1.0,9.03,11.0,Salaried,Rent,Business,West,1
27,49195.0,32186.0,615.0,5.0,0.489,0,13,1,8237.0,11.0,9.35,10.0,Self-employed,Own,Other,Central,0
48,319633.0,13990.0,638.0,5.0,0.421,0,8,2,33239.0,8.0,10.92,27.0,Contract,Own,Debt consolidation,North,0
47,43894.0,27414.0,691.0,9.0,0.459,0,8,0,57245.0,8.0,10.31,5.0,Salaried,Rent,Debt consolidation,Central,0
39,36431.0,10000.0,692.0,0.0,0.493,0,3,0,42701.0,8.0,16.34,30.0,Salaried,Rent,Medical,Central,0
36,34048.0,77605.0,654.0,6.0,0.387,3,7,1,16164.0,29.0,5.0,41.0,Self-employed,Own,Debt consolidation,South,1
61,53316.0,16423.0,738.0,6.0,0.265,0,6,2,52556.0,12.0,6.43,17.0,Salaried,Own,Education,West,0
43,23255.0,42306.0,711.0,8.0,0.384,0,12,6,29400.0,5.0,18.47,8.0,Salaried,Rent,Medical,North,0
60,70404.0,25375.0,544.0,6.0,0.289,2,11,1,13392.0,1.0,15.41,15.0,Unemployed,Own,Debt consolidation,East,1
68,20996.0,29788.0,696.0,12.0,0.107,1,1,4,35876.0,4.0,7.57,8.0,Salaried,Rent,Other,North,0
36,65442.0,10000.0,732.0,7.0,0.506,0,8,1,8957.0,7.0,10.46,26.0,Salaried,Mortgage,Home improvement,South,0
30,28476.0,12451.0,701.0,3.0,0.208,0,8,6,4369.0,10.0,11.13,45.0,Salaried,Own,Education,North,0
67,48547.0,12665.0,722.0,4.0,0.162,0,2,4,16347.0,8.0,17.24,10.0,Self-employed,Own,Debt consolidation,Central,0
52,83491.0,22449.0,676.0,5.0,0.326,0,12,1,9019.0,2.0,14.36,20.0,Self-employed,Own,Debt consolidation,Central,0
35,212611.0,59553.0,686.0,15.0,0.397,0,13,1,77421.0,3.0,11.94,16.0,Salaried,Rent,Debt consolidation,North,0
51,33094.0,30484.0,688.0,4.0,0.539,0,7,3,12327.0,3.0,11.24,20.0,Unemployed,Own,Home improvement,East,0
46,55123.0,11212.0,700.0,5.0,0.431,0,5,3,80966.0,5.0,12.59,11.0,Salaried,Rent,Other,South,0
65,40212.0,23518.0,658.0,3.0,0.342,2,11,4,52351.0,12.0,13.73,9.0,Contract,Rent,Other,North,1
33,37107.0,20734.0,750.0,9.0,0.328,0,2,0,45902.0,3.0,11.47,4.0,Salaried,Own,Other,North,0
69,40407.0,16930.0,768.0,1.0,0.27,1,7,0,15110.0,7.0,13.62,25.0,Contract,Own,Debt consolidation,Central,0
66,94206.0,21773.0,661.0,7.0,0.27,5,13,2,35845.0,4.0,12.51,14.0,Self-employed,Own,Medical,East,1
29,45778.0,39057.0,626.0,28.0,0.1,0,1,3,72639.0,9.0,10.26,11.0,Contract,Rent,Debt consolidation,East,0
29,206307.0,12837.0,616.0,3.0,0.129,0,1,4,325180.0,10.0,9.82,8.0,Salaried,Mortgage,Other,East,0
47,75266.0,16993.0,712.0,7.0,0.298,0,9,2,17727.0,5.0,7.87,14.0,Salaried,Mortgage,Debt consolidation,Central,0
23,34355.0,46009.0,722.0,20.0,0.036,0,6,1,202599.0,4.0,12.16,27.0,Salaried,Rent,Home improvement,North,0
35,48938.0,31311.0,713.0,7.0,0.294,0,1,4,40363.0,5.0,14.89,35.0,Self-employed,Own,Home improvement,South,0
42,38522.0,57488.0,717.0,4.0,0.249,2,11,0,64925.0,9.0,11.32,6.0,Salaried,Rent,Medical,North,0
68,92971.0,64659.0,659.0,10.0,0.199,0,9,5,12906.0,5.0,14.96,9.0,Contract,Rent,Business,North,1
69,24311.0,10000.0,581.0,20.0,0.167,0,7,2,16073.0,5.0,8.67,55.0,Salaried,Mortgage,Debt consolidation,South,0
28,28638.0,27343.0,663.0,6.0,0.373,1,11,5,5699.0,7.0,7.61,12.0,Salaried,Own,Other,West,1
64,43246.0,15048.0,781.0,2.0,0.257,1,3,3,97415.0,1.0,13.29,16.0,Salaried,Rent,Home improvement,Central,0
25,87170.0,10000.0,705.0,23.0,0.143,0,6,0,23799.0,4.0,10.9,4.0,Salaried,Rent,Other,South,0
57,117970.0,12187.0,713.0,4.0,0.131,0,3,4,47998.0,15.0,14.25,9.0,Unemployed,Own,Medical,West,0
62,127938.0,17578.0,740.0,13.0,0.177,0,3,2,21066.0,22.0,10.2,24.0,Salaried,Own,Other,South,0
64,80129.0,17661.0,644.0,14.0,0.14,2,5,0,13459.0,10.0,9.01,25.0,Contract,Rent,Other,North,0
31,57206.0,13972.0,702.0,6.0,0.638,1,2,0,27914.0,15.0,6.67,22.0,Salaried,Mortgage,Other,West,0
64,92693.0,21802.0,718.0,12.0,0.31,0,9,0,104895.0,10.0,17.13,52.0,Self-employed,Rent,Medical,West,0
26,31905.0,137997.0,639.0,18.0,0.332,1,6,1,50151.0,1.0,10.36,17.0,Salaried,Rent,Debt consolidation,North,1
46,21708.0,10000.0,710.0,15.0,0.196,0,9,0,22545.0,10.0,14.98,27.0,Self-employed,Rent,Medical,Central,0
44,76126.0,51683.0,761.0,2.0,0.424,0,12,5,61592.0,6.0,13.61,49.0,Salaried,Rent,Medical,South,0
36,34437.0,21725.0,668.0,8.0,0.119,0,7,1,19723.0,8.0,13.74,18.0,Salaried,Mortgage,Medical,East,0
22,57762.0,15861.0,595.0,17.0,0.128,0,10,3,36434.0,15.0,14.6,9.0,Salaried,Mortgage,Medical,North,0
58,63946.0,10000.0,699.0,4.0,0.355,2,9,0,8511.0,7.0,6.46,30.0,Salaried,Rent,Other,East,0
37,68629.0,39029.0,654.0,6.0,0.236,0,11,3,145671.0,16.0,12.77,4.0,Contract,Rent,Business,Central,0
53,100286.0,10000.0,700.0,7.0,0.254,0,1,0,16487.0,2.0,12.42,31.0,Salaried,Rent,Home improvement,East,0
41,94622.0,40983.0,644.0,4.0,0.109,0,9,1,216920.0,11.0,13.49,17.0,Self-employed,Rent,Debt consolidation,Central,0
39,66653.0,81308.0,693.0,10.0,0.33,0,8,0,10369.0,14.0,8.09,13.0,Salaried,Own,Home improvement,Central,0
64,46952.0,10000.0,757.0,4.0,0.132,0,7,4,76231.0,7.0,10.07,6.0,Self-employed,Mortgage,Business,South,0
25,63530.0,52906.0,688.0,7.0,0.271,2,5,2,24301.0,1.0,15.91,21.0,Salaried,Rent,Other,Central,0
57,43135.0,22451.0,599.0,11.0,0.462,0,9,2,17028.0,6.0,15.65,11.0,Self-employed,Rent,Home improvement,South,0
57,53743.0,10000.0,711.0,9.0,0.393,1,8,4,36682.0,2.0,11.85,16.0,Contract,Own,Business,Central,0
39,252709.0,10000.0,691.0,21.0,0.214,0,8,0,43407.0,12.0,11.09,24.0,Salaried,Own,Other,North,0
33,66185.0,25177.0,702.0,7.0,0.651,0,1,2,85495.0,9.0,9.95,10.0,Self-employed,Rent,Education,North,0
21,76698.0,29759.0,744.0,9.0,0.187,0,6,0,56177.0,1.0,6.42,13.0,Unemployed,Own,Other,East,0
66,40619.0,10000.0,661.0,8.0,0.173,1,2,5,41373.0,5.0,10.82,22.0,Salaried,Rent,Home improvement,East,1
67,104929.0,22557.0,674.0,1.0,0.328,0,6,2,87730.0,7.0,11.18,12.0,Salaried,Rent,Debt consolidation,North,0
32,90958.0,40850.0,633.0,7.0,0.119,0,8,6,12962.0,10.0,11.66,23.0,Contract,Rent,Home improvement,Central,1
22,91313.0,46580.0,701.0,6.0,0.346,1,3,4,100390.0,3.0,12.25,6.0,Self-employed,Own,Other,West,0
27,67386.0,16161.0,699.0,24.0,0.424,2,6,1,125509.0,2.0,10.18,34.0,Salaried,Mortgage,Education,North,0
24,105747.0,30603.0,676.0,9.0,0.423,1,13,3,34118.0,5.0,12.11,30.0,Salaried,Mortgage,Medical,Central,0
61,120503.0,49233.0,731.0,18.0,0.523,1,5,0,20652.0,2.0,8.2,11.0,Salaried,Mortgage,Debt consolidation,North,0
64,69962.0,41745.0,633.0,0.0,0.139,1,1,2,14588.0,7.0,10.06,5.0,Unemployed,Own,Debt consolidation,Central,1
28,56216.0,42984.0,697.0,3.0,0.119,5,1,1,3162.0,5.0,9.76,2.0,Contract,Mortgage,Business,Central,1
57,97931.0,23984.0,723.0,6.0,0.01,0,6,1,19043.0,1.0,7.17,6.0,Salaried,Own,Medical,South,0
29,36415.0,20519.0,660.0,6.0,0.27,0,12,3,14994.0,7.0,11.3,31.0,Salaried,Rent,Home improvement,South,0
38,40341.0,27013.0,614.0,15.0,0.263,1,6,0,12513.0,5.0,14.05,21.0,Salaried,Rent,Other,Central,0
50,58144.0,12421.0,597.0,10.0,0.319,0,2,0,16727.0,6.0,13.9,10.0,Self-employed,Rent,Debt consolidation,South,0
56,22977.0,50720.0,699.0,8.0,0.058,1,10,3,21766.0,7.0,12.51,15.0,Salaried,Own,Other,West,0
63,94389.0,10000.0,783.0,4.0,0.313,0,3,6,46478.0,4.0,11.52,16.0,Salaried,Own,Home improvement,West,0
23,35256.0,15090.0,656.0,12.0,0.294,2,10,0,16110.0,13.0,10.13,14.0,Salaried,Own,Debt consolidation,North,0
30,46197.0,21436.0,715.0,4.0,0.242,2,7,2,18136.0,14.0,12.46,14.0,Contract,Rent,Medical,North,0
34,53247.0,31328.0,557.0,6.0,0.41,0,11,0,54984.0,8.0,8.32,6.0,Unemployed,Rent,Other,North,1
36,61182.0,36067.0,711.0,19.0,0.093,0,1,4,160252.0,6.0,13.03,11.0,Salaried,Mortgage,Debt consolidation,East,0
69,49563.0,67288.0,630.0,7.0,0.134,0,3,4,224214.0,5.0,10.76,15.0,Salaried,Rent,Home improvement,West,0
59,57696.0,23349.0,668.0,11.0,0.195,0,10,2,72172.0,10.0,11.91,14.0,Salaried,Rent,Medical,North,0
36,57942.0,12855.0,694.0,1.0,0.158,0,2,3,48397.0,9.0,9.62,24.0,Salaried,Rent,Other,Central,0
68,46823.0,19756.0,599.0,5.0,0.154,0,6,4,182093.0,1.0,14.11,19.0,Contract,Mortgage,Debt consolidation,North,0
45,39134.0,17334.0,850.0,1.0,0.189,0,3,4,56208.0,16.0,12.84,5.0,Self-employed,Mortgage,Home improvement,South,0
45,108533.0,32531.0,657.0,11.0,0.461,0,13,2,5864.0,8.0,6.46,4.0,Contract,Mortgage,Other,Central,0
42,18818.0,10000.0,723.0,12.0,0.257,0,3,1,22640.0,3.0,13.24,14.0,Salaried,Mortgage,Medical,West,0
28,53469.0,19311.0,772.0,8.0,0.485,0,9,5,42522.0,21.0,8.94,14.0,Salaried,Own,Debt consolidation,Central,0
66,46263.0,74384.0,706.0,8.0,0.152,1,1,4,3207.0,18.0,13.18,10.0,Salaried,Mortgage,Other,North,1
21,75383.0,25207.0,622.0,9.0,0.489,0,10,4,29857.0,13.0,14.49,37.0,Unemployed,Own,Other,West,1
29,26907.0,10000.0,696.0,10.0,0.272,0,8,4,25679.0,9.0,16.84,9.0,Salaried,Own,Business,South,0
32,45484.0,17071.0,589.0,14.0,0.138,0,3,6,32111.0,9.0,11.38,6.0,Salaried,Own,Business,North,1
34,56596.0,10000.0,672.0,6.0,0.164,2,10,2,23236.0,7.0,12.5,73.0,Contract,Rent,Debt consolidation,West,0
27,107855.0,21075.0,782.0,5.0,0.098,0,10,6,34516.0,14.0,11.6,29.0,Contract,Rent,Education,West,0
21,71876.0,75793.0,612.0,4.0,0.218,0,9,5,115774.0,4.0,9.27,9.0,Salaried,Rent,Medical,Central,0
54,31228.0,10000.0,645.0,6.0,0.187,1,9,1,10884.0,6.0,11.65,14.0,Salaried,Own,Other,West,0
68,45793.0,10000.0,792.0,3.0,0.181,0,10,1,112204.0,7.0,9.77,42.0,Salaried,Rent,Other,West,0
26,97473.0,13495.0,680.0,10.0,0.289,0,10,1,14515.0,11.0,11.44,35.0,Salaried,Mortgage,Debt consolidation,Central,0
35,30933.0,43958.0,641.0,11.0,0.158,0,13,0,27438.0,10.0,8.09,27.0,Salaried,Mortgage,Medical,West,0
45,57340.0,79101.0,711.0,5.0,0.212,0,13,2,86030.0,8.0,13.08,19.0,Self-employed,Rent,Education,East,0
66,59575.0,30827.0,664.0,11.0,0.271,0,4,1,77933.0,7.0,12.16,52.0,Self-employed,Rent,Debt consolidation,Central,0
55,48427.0,10000.0,541.0,7.0,0.34,1,7,1,24005.0,13.0,11.2,23.0,Unemployed,Rent,Education,East,1
58,263725.0,21662.0,615.0,3.0,0.191,0,1,2,32654.0,3.0,11.44,16.0,Salaried,Rent,Business,North,0
